biweek,year,loc,cases,pop
4,1936,SEATTLE,100,362419.7016
5,1936,SEATTLE,168,362401.3287
6,1936,SEATTLE,212,362383.9119
7,1936,SEATTLE,337,362367.4687
8,1936,SEATTLE,414,362352.0164
9,1936,SEATTLE,402,362337.5726
10,1936,SEATTLE,416,362324.1547
11,1936,SEATTLE,403,362311.7801
12,1936,SEATTLE,300,362300.4664
13,1936,SEATTLE,150,362290.231
14,1936,SEATTLE,96,362281.0914
15,1936,SEATTLE,37,362273.0649
16,1936,SEATTLE,19,362266.1692
17,1936,SEATTLE,0,362260.4216
18,1936,SEATTLE,2,362255.8396
19,1936,SEATTLE,6,362252.4406
20,1936,SEATTLE,3,362250.2422
21,1936,SEATTLE,6,362249.2617
22,1936,SEATTLE,6,362249.5167
23,1936,SEATTLE,8,362251.0246
24,1936,SEATTLE,6,362253.8028
25,1936,SEATTLE,6,362257.8689
26,1936,SEATTLE,7,362263.2402
1,1937,SEATTLE,20,362269.9343
2,1937,SEATTLE,21,362277.9686
3,1937,SEATTLE,7,362287.3606
4,1937,SEATTLE,11,362298.1277
5,1937,SEATTLE,12,362310.2874
6,1937,SEATTLE,19,362323.8571
7,1937,SEATTLE,12,362338.8543
8,1937,SEATTLE,4,362355.2965
9,1937,SEATTLE,6,362373.2011
10,1937,SEATTLE,5,362392.5856
11,1937,SEATTLE,15,362413.4675
12,1937,SEATTLE,25,362435.8641
13,1937,SEATTLE,39,362459.7931
14,1937,SEATTLE,23,362485.2717
15,1937,SEATTLE,10,362512.3176
16,1937,SEATTLE,4,362540.9481
17,1937,SEATTLE,8,362571.1807
18,1937,SEATTLE,3,362603.0329
19,1937,SEATTLE,4,362636.5221
20,1937,SEATTLE,4,362671.6658
21,1937,SEATTLE,2,362708.4815
22,1937,SEATTLE,2,362746.9866
23,1937,SEATTLE,2,362787.1985
24,1937,SEATTLE,1,362829.1348
25,1937,SEATTLE,1,362872.8129
26,1937,SEATTLE,1,362918.2502
1,1938,SEATTLE,3,362965.4643
2,1938,SEATTLE,4,363014.4725
3,1938,SEATTLE,4,363065.2924
4,1938,SEATTLE,2,363117.9413
5,1938,SEATTLE,4,363172.4368
6,1938,SEATTLE,3,363228.7964
7,1938,SEATTLE,0,363287.0374
8,1938,SEATTLE,6,363347.1774
9,1938,SEATTLE,1,363409.2337
10,1938,SEATTLE,4,363473.2239
11,1938,SEATTLE,4,363539.1655
12,1938,SEATTLE,8,363607.0758
13,1938,SEATTLE,12,363676.9724
14,1938,SEATTLE,6,363748.8726
15,1938,SEATTLE,10,363822.7941
16,1938,SEATTLE,6,363898.7541
17,1938,SEATTLE,0,363976.7703
18,1938,SEATTLE,0,364056.8599
19,1938,SEATTLE,2,364139.0406
20,1938,SEATTLE,0,364223.3298
21,1938,SEATTLE,3,364309.7449
22,1938,SEATTLE,0,364398.3033
23,1938,SEATTLE,0,364489.0226
24,1938,SEATTLE,1,364581.9203
25,1938,SEATTLE,1,364677.0137
26,1938,SEATTLE,1,364774.3203
1,1939,SEATTLE,6,364873.8576
2,1939,SEATTLE,14,364975.643
3,1939,SEATTLE,52,365079.6941
4,1939,SEATTLE,80,365186.0282
5,1939,SEATTLE,154,365294.6629
6,1939,SEATTLE,202,365405.6156
7,1939,SEATTLE,276,365518.9037
8,1939,SEATTLE,458,365634.5447
9,1939,SEATTLE,523,365752.5561
10,1939,SEATTLE,901,365872.9553
11,1939,SEATTLE,1028,365995.7599
12,1939,SEATTLE,838,366120.9871
13,1939,SEATTLE,600,366248.6546
14,1939,SEATTLE,383,366378.7798
15,1939,SEATTLE,185,366511.3801
16,1939,SEATTLE,55,366646.473
17,1939,SEATTLE,16,366784.076
18,1939,SEATTLE,7,366924.2064
19,1939,SEATTLE,11,367066.8819
20,1939,SEATTLE,13,367212.1198
21,1939,SEATTLE,14,367359.9376
22,1939,SEATTLE,15,367510.3527
23,1939,SEATTLE,23,367663.3827
24,1939,SEATTLE,19,367819.045
25,1939,SEATTLE,32,367977.3569
26,1939,SEATTLE,44,368138.3361
1,1940,SEATTLE,68,368302
2,1940,SEATTLE,224,368468.3611
3,1940,SEATTLE,255,368637.4124
4,1940,SEATTLE,265,368809.1419
5,1940,SEATTLE,547,368983.5378
6,1940,SEATTLE,794,369160.588
7,1940,SEATTLE,773,369340.2808
8,1940,SEATTLE,724,369522.6041
9,1940,SEATTLE,638,369707.546
10,1940,SEATTLE,516,369895.0946
11,1940,SEATTLE,297,370085.2379
12,1940,SEATTLE,167,370277.9641
13,1940,SEATTLE,79,370473.2612
14,1940,SEATTLE,33,370671.1172
15,1940,SEATTLE,11,370871.5203
16,1940,SEATTLE,1,371074.4585
17,1940,SEATTLE,2,371279.9199
18,1940,SEATTLE,2,371487.8925
19,1940,SEATTLE,1,371698.3644
20,1940,SEATTLE,1,371911.3237
21,1940,SEATTLE,2,372126.7585
22,1940,SEATTLE,3,372344.6568
23,1940,SEATTLE,1,372565.0067
24,1940,SEATTLE,2,372787.7963
25,1940,SEATTLE,5,373013.0136
26,1940,SEATTLE,2,373240.6467
1,1941,SEATTLE,2,373470.6838
2,1941,SEATTLE,14,373703.1127
3,1941,SEATTLE,12,373937.9217
4,1941,SEATTLE,11,374175.0988
5,1941,SEATTLE,6,374414.632
6,1941,SEATTLE,3,374656.5095
7,1941,SEATTLE,0,374900.7193
8,1941,SEATTLE,0,375147.2495
9,1941,SEATTLE,5,375396.0881
10,1941,SEATTLE,0,375647.2232
11,1941,SEATTLE,0,375900.6429
12,1941,SEATTLE,0,376156.3352
13,1941,SEATTLE,2,376414.2883
14,1941,SEATTLE,0,376674.4902
15,1941,SEATTLE,1,376936.9289
16,1941,SEATTLE,1,377201.5926
17,1941,SEATTLE,0,377468.4693
18,1941,SEATTLE,0,377737.5471
19,1941,SEATTLE,0,378008.814
20,1941,SEATTLE,2,378282.2582
21,1941,SEATTLE,1,378557.8676
22,1941,SEATTLE,0,378835.6304
23,1941,SEATTLE,0,379115.5346
24,1941,SEATTLE,1,379397.5683
25,1941,SEATTLE,1,379681.7196
26,1941,SEATTLE,0,379967.9765
1,1942,SEATTLE,1,380256.3272
2,1942,SEATTLE,1,380546.7596
3,1942,SEATTLE,2,380839.2619
4,1942,SEATTLE,1,381133.822
5,1942,SEATTLE,11,381430.4282
6,1942,SEATTLE,19,381729.0685
7,1942,SEATTLE,56,382029.7309
8,1942,SEATTLE,114,382332.4035
9,1942,SEATTLE,182,382637.0743
10,1942,SEATTLE,336,382943.7315
11,1942,SEATTLE,518,383252.3632
12,1942,SEATTLE,649,383562.9573
13,1942,SEATTLE,470,383875.5019
14,1942,SEATTLE,224,384189.9852
15,1942,SEATTLE,97,384506.3952
16,1942,SEATTLE,35,384824.72
17,1942,SEATTLE,14,385144.9476
18,1942,SEATTLE,5,385467.0661
19,1942,SEATTLE,7,385791.0635
20,1942,SEATTLE,3,386116.9281
21,1942,SEATTLE,4,386444.6477
22,1942,SEATTLE,13,386774.2105
23,1942,SEATTLE,18,387105.6046
24,1942,SEATTLE,18,387438.8181
25,1942,SEATTLE,32,387773.8389
26,1942,SEATTLE,60,388110.6552
1,1943,SEATTLE,75,388449.255
2,1943,SEATTLE,84,388789.6265
3,1943,SEATTLE,118,389131.7576
4,1943,SEATTLE,136,389475.6365
5,1943,SEATTLE,193,389821.2512
6,1943,SEATTLE,224,390168.5898
7,1943,SEATTLE,268,390517.6403
8,1943,SEATTLE,384,390868.3909
9,1943,SEATTLE,325,391220.8296
10,1943,SEATTLE,284,391574.9445
11,1943,SEATTLE,215,391930.7236
12,1943,SEATTLE,221,392288.155
13,1943,SEATTLE,161,392647.2269
14,1943,SEATTLE,89,393007.9271
15,1943,SEATTLE,17,393370.2439
16,1943,SEATTLE,14,393734.1653
17,1943,SEATTLE,25,394099.6794
18,1943,SEATTLE,6,394466.7742
19,1943,SEATTLE,11,394835.4378
20,1943,SEATTLE,9,395205.6583
21,1943,SEATTLE,4,395577.4237
22,1943,SEATTLE,9,395950.7222
23,1943,SEATTLE,8,396325.5417
24,1943,SEATTLE,8,396701.8704
25,1943,SEATTLE,10,397079.6963
26,1943,SEATTLE,5,397459.0076
1,1944,SEATTLE,1,397839.7922
2,1944,SEATTLE,6,398222.0382
3,1944,SEATTLE,16,398605.7338
4,1944,SEATTLE,37,398990.8669
5,1944,SEATTLE,73,399377.4257
6,1944,SEATTLE,51,399765.3982
7,1944,SEATTLE,232,400154.7725
8,1944,SEATTLE,91,400545.5367
9,1944,SEATTLE,91,400937.6788
10,1944,SEATTLE,104,401331.1869
11,1944,SEATTLE,113,401726.049
12,1944,SEATTLE,103,402122.2534
13,1944,SEATTLE,72,402519.7879
14,1944,SEATTLE,23,402918.6407
15,1944,SEATTLE,19,403318.7999
16,1944,SEATTLE,9,403720.2535
17,1944,SEATTLE,2,404122.9896
18,1944,SEATTLE,5,404526.9963
19,1944,SEATTLE,6,404932.2616
20,1944,SEATTLE,3,405338.7736
21,1944,SEATTLE,5,405746.5204
22,1944,SEATTLE,10,406155.49
23,1944,SEATTLE,14,406565.6706
24,1944,SEATTLE,7,406977.0501
25,1944,SEATTLE,16,407389.6167
26,1944,SEATTLE,9,407803.3585
1,1945,SEATTLE,23,408218.2634
2,1945,SEATTLE,21,408634.3196
3,1945,SEATTLE,26,409051.5152
4,1945,SEATTLE,44,409469.8381
5,1945,SEATTLE,66,409889.2766
6,1945,SEATTLE,69,410309.8186
7,1945,SEATTLE,65,410731.4522
8,1945,SEATTLE,46,411154.1655
9,1945,SEATTLE,60,411577.9466
10,1945,SEATTLE,51,412002.7835
11,1945,SEATTLE,54,412428.6643
12,1945,SEATTLE,59,412855.5771
13,1945,SEATTLE,94,413283.5099
14,1945,SEATTLE,65,413712.4508
15,1945,SEATTLE,57,414142.388
16,1945,SEATTLE,45,414573.3093
17,1945,SEATTLE,17,415005.2031
18,1945,SEATTLE,11,415438.0572
19,1945,SEATTLE,33,415871.8597
20,1945,SEATTLE,41,416306.5988
21,1945,SEATTLE,21,416742.2626
22,1945,SEATTLE,80,417178.839
23,1945,SEATTLE,110,417616.3161
24,1945,SEATTLE,180,418054.6821
25,1945,SEATTLE,172,418493.9249
26,1945,SEATTLE,86,418934.0327
1,1946,SEATTLE,130,419374.9936
2,1946,SEATTLE,156,419816.7955
3,1946,SEATTLE,239,420259.4266
4,1946,SEATTLE,337,420702.875
5,1946,SEATTLE,522,421147.1287
6,1946,SEATTLE,410,421592.1757
7,1946,SEATTLE,296,422038.0042
8,1946,SEATTLE,177,422484.6022
9,1946,SEATTLE,149,422931.9578
10,1946,SEATTLE,108,423380.0591
11,1946,SEATTLE,78,423828.8941
12,1946,SEATTLE,70,424278.451
13,1946,SEATTLE,53,424728.7176
14,1946,SEATTLE,28,425179.6823
15,1946,SEATTLE,11,425631.3329
16,1946,SEATTLE,9,426083.6577
17,1946,SEATTLE,6,426536.6446
18,1946,SEATTLE,2,426990.2817
19,1946,SEATTLE,NA,427444.5571
20,1946,SEATTLE,2,427899.4589
21,1946,SEATTLE,4,428354.9751
22,1946,SEATTLE,4,428811.0938
23,1946,SEATTLE,2,429267.8031
24,1946,SEATTLE,8,429725.0911
25,1946,SEATTLE,6,430182.9457
26,1946,SEATTLE,8,430641.3552
1,1947,SEATTLE,5,431100.3075
2,1947,SEATTLE,9,431559.7908
3,1947,SEATTLE,9,432019.793
4,1947,SEATTLE,5,432480.3023
5,1947,SEATTLE,3,432941.3068
6,1947,SEATTLE,5,433402.7945
7,1947,SEATTLE,8,433864.7534
8,1947,SEATTLE,7,434327.1717
9,1947,SEATTLE,16,434790.0374
10,1947,SEATTLE,11,435253.3387
11,1947,SEATTLE,8,435717.0635
12,1947,SEATTLE,6,436181.1999
13,1947,SEATTLE,8,436645.736
14,1947,SEATTLE,4,437110.6599
15,1947,SEATTLE,6,437575.9596
16,1947,SEATTLE,4,438041.6233
17,1947,SEATTLE,2,438507.6389
18,1947,SEATTLE,5,438973.9946
19,1947,SEATTLE,10,439440.6784
20,1947,SEATTLE,5,439907.6785
21,1947,SEATTLE,4,440374.9827
22,1947,SEATTLE,8,440842.5794
23,1947,SEATTLE,3,441310.4564
24,1947,SEATTLE,4,441778.6019
25,1947,SEATTLE,6,442247.004
26,1947,SEATTLE,5,442715.6506
1,1948,SEATTLE,15,443184.53
2,1948,SEATTLE,5,443653.6301
3,1948,SEATTLE,20,444122.9391
4,1948,SEATTLE,15,444592.4449
5,1948,SEATTLE,26,445062.1358
6,1948,SEATTLE,40,445531.9996
7,1948,SEATTLE,87,446002.0246
8,1948,SEATTLE,135,446472.1988
9,1948,SEATTLE,405,446942.5102
10,1948,SEATTLE,491,447412.9469
11,1948,SEATTLE,516,447883.497
12,1948,SEATTLE,326,448354.1486
13,1948,SEATTLE,208,448824.8897
14,1948,SEATTLE,NA,449295.7085
15,1948,SEATTLE,NA,449766.5929
16,1948,SEATTLE,NA,450237.531
17,1948,SEATTLE,NA,450708.511
18,1948,SEATTLE,NA,451179.5208
19,1948,SEATTLE,NA,451650.5486
20,1948,SEATTLE,NA,452121.5825
21,1948,SEATTLE,NA,452592.6104
22,1948,SEATTLE,NA,453063.6205
23,1948,SEATTLE,NA,453534.6008
24,1948,SEATTLE,NA,454005.5394
25,1948,SEATTLE,NA,454476.4245
26,1948,SEATTLE,NA,454947.2439
1,1906,SPOKANE,NA,111449.6366
2,1906,SPOKANE,NA,111357.115
3,1906,SPOKANE,NA,111265.1044
4,1906,SPOKANE,NA,111173.6038
5,1906,SPOKANE,NA,111082.6124
6,1906,SPOKANE,NA,110992.1292
7,1906,SPOKANE,NA,110902.1534
8,1906,SPOKANE,NA,110812.6842
9,1906,SPOKANE,NA,110723.7205
10,1906,SPOKANE,NA,110635.2615
11,1906,SPOKANE,NA,110547.3063
12,1906,SPOKANE,NA,110459.8541
13,1906,SPOKANE,NA,110372.9039
14,1906,SPOKANE,NA,110286.4549
15,1906,SPOKANE,NA,110200.5061
16,1906,SPOKANE,NA,110115.0567
17,1906,SPOKANE,NA,110030.1058
18,1906,SPOKANE,NA,109945.6524
19,1906,SPOKANE,NA,109861.6958
20,1906,SPOKANE,NA,109778.235
21,1906,SPOKANE,2,109695.2691
22,1906,SPOKANE,2,109612.7973
23,1906,SPOKANE,2,109530.8186
24,1906,SPOKANE,NA,109449.3321
25,1906,SPOKANE,NA,109368.3371
26,1906,SPOKANE,NA,109287.8325
1,1907,SPOKANE,7,109207.8175
2,1907,SPOKANE,20,109128.2912
3,1907,SPOKANE,20,109049.2527
4,1907,SPOKANE,55,108970.7011
5,1907,SPOKANE,62,108892.6356
6,1907,SPOKANE,88,108815.0552
7,1907,SPOKANE,118,108737.959
8,1907,SPOKANE,101,108661.3462
9,1907,SPOKANE,83,108585.2159
10,1907,SPOKANE,61,108509.5672
11,1907,SPOKANE,48,108434.3992
12,1907,SPOKANE,14,108359.711
13,1907,SPOKANE,3,108285.5017
14,1907,SPOKANE,2,108211.7704
15,1907,SPOKANE,NA,108138.5163
16,1907,SPOKANE,NA,108065.7384
17,1907,SPOKANE,NA,107993.4359
18,1907,SPOKANE,2,107921.6078
19,1907,SPOKANE,NA,107850.2533
20,1907,SPOKANE,NA,107779.3715
21,1907,SPOKANE,NA,107708.9616
22,1907,SPOKANE,2,107639.0225
23,1907,SPOKANE,2,107569.5534
24,1907,SPOKANE,2,107500.5535
25,1907,SPOKANE,NA,107432.0218
26,1907,SPOKANE,NA,107363.9575
1,1908,SPOKANE,NA,107296.3597
2,1908,SPOKANE,3,107229.2274
3,1908,SPOKANE,NA,107162.5598
4,1908,SPOKANE,2,107096.356
5,1908,SPOKANE,6,107030.6151
6,1908,SPOKANE,11,106965.3363
7,1908,SPOKANE,19,106900.5185
8,1908,SPOKANE,9,106836.161
9,1908,SPOKANE,16,106772.2629
10,1908,SPOKANE,8,106708.8232
11,1908,SPOKANE,6,106645.8411
12,1908,SPOKANE,9,106583.3156
13,1908,SPOKANE,7,106521.246
14,1908,SPOKANE,6,106459.6313
15,1908,SPOKANE,4,106398.4705
16,1908,SPOKANE,2,106337.7629
17,1908,SPOKANE,NA,106277.5076
18,1908,SPOKANE,2,106217.7036
19,1908,SPOKANE,NA,106158.35
20,1908,SPOKANE,2,106099.446
21,1908,SPOKANE,2,106040.9907
22,1908,SPOKANE,2,105982.9831
23,1908,SPOKANE,2,105925.4225
24,1908,SPOKANE,NA,105868.3079
25,1908,SPOKANE,3,105811.6384
26,1908,SPOKANE,5,105755.4131
1,1909,SPOKANE,16,105699.6312
2,1909,SPOKANE,37,105644.2917
3,1909,SPOKANE,35,105589.3938
4,1909,SPOKANE,74,105534.9365
5,1909,SPOKANE,71,105480.9191
6,1909,SPOKANE,71,105427.3405
7,1909,SPOKANE,96,105374.1999
8,1909,SPOKANE,103,105321.4965
9,1909,SPOKANE,101,105269.2293
10,1909,SPOKANE,89,105217.3974
11,1909,SPOKANE,28,105166
12,1909,SPOKANE,8,105115.0361
13,1909,SPOKANE,3,105064.5049
14,1909,SPOKANE,2,105014.4054
15,1909,SPOKANE,NA,104964.7369
16,1909,SPOKANE,4,104915.4983
17,1909,SPOKANE,NA,104866.6889
18,1909,SPOKANE,NA,104818.3077
19,1909,SPOKANE,NA,104770.3538
20,1909,SPOKANE,NA,104722.8264
21,1909,SPOKANE,3,104675.7245
22,1909,SPOKANE,16,104629.0473
23,1909,SPOKANE,NA,104582.7938
24,1909,SPOKANE,22,104536.9633
25,1909,SPOKANE,18,104491.5547
26,1909,SPOKANE,22,104446.5672
1,1910,SPOKANE,16,104402
2,1910,SPOKANE,7,104357.8521
3,1910,SPOKANE,11,104314.1226
4,1910,SPOKANE,32,104270.8107
5,1910,SPOKANE,34,104227.9154
6,1910,SPOKANE,64,104185.4359
7,1910,SPOKANE,41,104143.3713
8,1910,SPOKANE,29,104101.7207
9,1910,SPOKANE,34,104060.4831
10,1910,SPOKANE,30,104019.6578
11,1910,SPOKANE,34,103979.2438
12,1910,SPOKANE,12,103939.2403
13,1910,SPOKANE,16,103899.6463
14,1910,SPOKANE,14,103860.4609
15,1910,SPOKANE,8,103821.6833
16,1910,SPOKANE,4,103783.3126
17,1910,SPOKANE,6,103745.3479
18,1910,SPOKANE,3,103707.7882
19,1910,SPOKANE,2,103670.6328
20,1910,SPOKANE,NA,103633.8807
21,1910,SPOKANE,NA,103597.531
22,1910,SPOKANE,NA,103561.5829
23,1910,SPOKANE,NA,103526.0354
24,1910,SPOKANE,NA,103490.8876
25,1910,SPOKANE,NA,103456.1388
26,1910,SPOKANE,18,103421.7879
1,1911,SPOKANE,14,103387.8341
2,1911,SPOKANE,42,103354.2765
3,1911,SPOKANE,41,103321.1143
4,1911,SPOKANE,43,103288.3464
5,1911,SPOKANE,46,103255.9721
6,1911,SPOKANE,75,103223.9905
7,1911,SPOKANE,104,103192.4006
8,1911,SPOKANE,136,103161.2015
9,1911,SPOKANE,76,103130.3925
10,1911,SPOKANE,69,103099.9725
11,1911,SPOKANE,60,103069.9407
12,1911,SPOKANE,58,103040.2962
13,1911,SPOKANE,20,103011.0382
14,1911,SPOKANE,14,102982.1657
15,1911,SPOKANE,NA,102953.6778
16,1911,SPOKANE,3,102925.5737
17,1911,SPOKANE,2,102897.8524
18,1911,SPOKANE,2,102870.5131
19,1911,SPOKANE,NA,102843.5549
20,1911,SPOKANE,4,102816.9769
21,1911,SPOKANE,2,102790.7782
22,1911,SPOKANE,2,102764.9579
23,1911,SPOKANE,4,102739.5151
24,1911,SPOKANE,4,102714.449
25,1911,SPOKANE,6,102689.7586
26,1911,SPOKANE,19,102665.4431
1,1912,SPOKANE,26,102641.5016
2,1912,SPOKANE,52,102617.9331
3,1912,SPOKANE,51,102594.7368
4,1912,SPOKANE,20,102571.9118
5,1912,SPOKANE,126,102549.4572
6,1912,SPOKANE,NA,102527.3722
7,1912,SPOKANE,195,102505.6557
8,1912,SPOKANE,96,102484.3071
9,1912,SPOKANE,84,102463.3252
10,1912,SPOKANE,82,102442.7094
11,1912,SPOKANE,57,102422.4586
12,1912,SPOKANE,26,102402.572
13,1912,SPOKANE,22,102383.0487
14,1912,SPOKANE,10,102363.8878
15,1912,SPOKANE,4,102345.0884
16,1912,SPOKANE,2,102326.6496
17,1912,SPOKANE,2,102308.5706
18,1912,SPOKANE,NA,102290.8504
19,1912,SPOKANE,2,102273.4882
20,1912,SPOKANE,2,102256.4831
21,1912,SPOKANE,6,102239.8341
22,1912,SPOKANE,4,102223.5404
23,1912,SPOKANE,4,102207.6011
24,1912,SPOKANE,3,102192.0154
25,1912,SPOKANE,NA,102176.7822
26,1912,SPOKANE,2,102161.9008
1,1913,SPOKANE,6,102147.3703
2,1913,SPOKANE,8,102133.1897
3,1913,SPOKANE,2,102119.3581
4,1913,SPOKANE,4,102105.8748
5,1913,SPOKANE,8,102092.7387
6,1913,SPOKANE,4,102079.949
7,1913,SPOKANE,7,102067.5048
8,1913,SPOKANE,5,102055.4053
9,1913,SPOKANE,13,102043.6495
10,1913,SPOKANE,33,102032.2365
11,1913,SPOKANE,46,102021.1654
12,1913,SPOKANE,12,102010.4355
13,1913,SPOKANE,10,102000.0457
14,1913,SPOKANE,3,101989.9951
15,1913,SPOKANE,4,101980.283
16,1913,SPOKANE,4,101970.9084
17,1913,SPOKANE,NA,101961.8704
18,1913,SPOKANE,NA,101953.1681
19,1913,SPOKANE,2,101944.8006
20,1913,SPOKANE,4,101936.7671
21,1913,SPOKANE,4,101929.0667
22,1913,SPOKANE,6,101921.6984
23,1913,SPOKANE,NA,101914.6614
24,1913,SPOKANE,NA,101907.9548
25,1913,SPOKANE,6,101901.5776
26,1913,SPOKANE,13,101895.5291
1,1914,SPOKANE,33,101889.8083
2,1914,SPOKANE,73,101884.4144
3,1914,SPOKANE,64,101879.3463
4,1914,SPOKANE,NA,101874.6034
5,1914,SPOKANE,84,101870.1846
6,1914,SPOKANE,79,101866.089
7,1914,SPOKANE,104,101862.3159
8,1914,SPOKANE,86,101858.8642
9,1914,SPOKANE,NA,101855.7332
10,1914,SPOKANE,NA,101852.9218
11,1914,SPOKANE,NA,101850.4293
12,1914,SPOKANE,NA,101848.2547
13,1914,SPOKANE,NA,101846.3972
14,1914,SPOKANE,NA,101844.8558
15,1914,SPOKANE,NA,101843.6297
16,1914,SPOKANE,NA,101842.718
17,1914,SPOKANE,NA,101842.1198
18,1914,SPOKANE,NA,101841.8341
19,1914,SPOKANE,NA,101841.8602
20,1914,SPOKANE,NA,101842.1971
21,1914,SPOKANE,NA,101842.8439
22,1914,SPOKANE,NA,101843.7998
23,1914,SPOKANE,NA,101845.0638
24,1914,SPOKANE,NA,101846.6351
25,1914,SPOKANE,NA,101848.5128
26,1914,SPOKANE,NA,101850.6959
1,1915,SPOKANE,NA,101853.1837
2,1915,SPOKANE,NA,101855.9751
3,1915,SPOKANE,30,101859.0694
4,1915,SPOKANE,22,101862.4656
5,1915,SPOKANE,8,101866.1628
6,1915,SPOKANE,6,101870.1602
7,1915,SPOKANE,2,101874.4568
8,1915,SPOKANE,10,101879.0518
9,1915,SPOKANE,NA,101883.9443
10,1915,SPOKANE,NA,101889.1334
11,1915,SPOKANE,NA,101894.6182
12,1915,SPOKANE,NA,101900.3978
13,1915,SPOKANE,NA,101906.4713
14,1915,SPOKANE,NA,101912.8378
15,1915,SPOKANE,NA,101919.4965
16,1915,SPOKANE,NA,101926.4465
17,1915,SPOKANE,NA,101933.6868
18,1915,SPOKANE,NA,101941.2166
19,1915,SPOKANE,NA,101949.035
20,1915,SPOKANE,NA,101957.141
21,1915,SPOKANE,NA,101965.5339
22,1915,SPOKANE,NA,101974.2127
23,1915,SPOKANE,NA,101983.1765
24,1915,SPOKANE,NA,101992.4245
25,1915,SPOKANE,NA,102001.9557
26,1915,SPOKANE,NA,102011.7693
1,1916,SPOKANE,NA,102021.8643
2,1916,SPOKANE,16,102032.24
3,1916,SPOKANE,NA,102042.8953
4,1916,SPOKANE,NA,102053.8294
5,1916,SPOKANE,NA,102065.0414
6,1916,SPOKANE,NA,102076.5305
7,1916,SPOKANE,NA,102088.2957
8,1916,SPOKANE,NA,102100.3361
9,1916,SPOKANE,NA,102112.6509
10,1916,SPOKANE,NA,102125.2392
11,1916,SPOKANE,NA,102138.1
12,1916,SPOKANE,NA,102151.2326
13,1916,SPOKANE,NA,102164.6359
14,1916,SPOKANE,NA,102178.3091
15,1916,SPOKANE,NA,102192.2514
16,1916,SPOKANE,NA,102206.4618
17,1916,SPOKANE,NA,102220.9394
18,1916,SPOKANE,NA,102235.6834
19,1916,SPOKANE,NA,102250.6928
20,1916,SPOKANE,NA,102265.9669
21,1916,SPOKANE,NA,102281.5046
22,1916,SPOKANE,NA,102297.305
23,1916,SPOKANE,NA,102313.3674
24,1916,SPOKANE,NA,102329.6909
25,1916,SPOKANE,NA,102346.2744
26,1916,SPOKANE,NA,102363.1172
1,1917,SPOKANE,NA,102380.2183
2,1917,SPOKANE,NA,102397.5769
3,1917,SPOKANE,NA,102415.192
4,1917,SPOKANE,NA,102433.0628
5,1917,SPOKANE,NA,102451.1885
6,1917,SPOKANE,NA,102469.568
7,1917,SPOKANE,NA,102488.2005
8,1917,SPOKANE,NA,102507.0851
9,1917,SPOKANE,NA,102526.221
10,1917,SPOKANE,NA,102545.6072
11,1917,SPOKANE,NA,102565.2429
12,1917,SPOKANE,NA,102585.1271
13,1917,SPOKANE,NA,102605.2591
14,1917,SPOKANE,NA,102625.6378
15,1917,SPOKANE,NA,102646.2623
16,1917,SPOKANE,NA,102667.1319
17,1917,SPOKANE,NA,102688.2457
18,1917,SPOKANE,NA,102709.6026
19,1917,SPOKANE,NA,102731.2019
20,1917,SPOKANE,NA,102753.0426
21,1917,SPOKANE,NA,102775.1239
22,1917,SPOKANE,NA,102797.4449
23,1917,SPOKANE,NA,102820.0046
24,1917,SPOKANE,NA,102842.8022
25,1917,SPOKANE,NA,102865.8368
26,1917,SPOKANE,NA,102889.1076
1,1918,SPOKANE,NA,102912.6136
2,1918,SPOKANE,NA,102936.3538
3,1918,SPOKANE,NA,102960.3276
4,1918,SPOKANE,NA,102984.5339
5,1918,SPOKANE,NA,103008.9718
6,1918,SPOKANE,NA,103033.6406
7,1918,SPOKANE,8,103058.5392
8,1918,SPOKANE,NA,103083.6668
9,1918,SPOKANE,2,103109.0226
10,1918,SPOKANE,NA,103134.6055
11,1918,SPOKANE,NA,103160.4148
12,1918,SPOKANE,6,103186.4495
13,1918,SPOKANE,5,103212.7087
14,1918,SPOKANE,3,103239.1917
15,1918,SPOKANE,2,103265.8974
16,1918,SPOKANE,NA,103292.8249
17,1918,SPOKANE,2,103319.9735
18,1918,SPOKANE,NA,103347.3422
19,1918,SPOKANE,NA,103374.9301
20,1918,SPOKANE,NA,103402.7363
21,1918,SPOKANE,NA,103430.7599
22,1918,SPOKANE,NA,103459.0001
23,1918,SPOKANE,NA,103487.456
24,1918,SPOKANE,NA,103516.1266
25,1918,SPOKANE,NA,103545.0111
26,1918,SPOKANE,2,103574.1085
1,1919,SPOKANE,NA,103603.4181
2,1919,SPOKANE,NA,103632.9389
3,1919,SPOKANE,NA,103662.67
4,1919,SPOKANE,2,103692.6105
5,1919,SPOKANE,NA,103722.7596
6,1919,SPOKANE,NA,103753.1164
7,1919,SPOKANE,NA,103783.6798
8,1919,SPOKANE,6,103814.4492
9,1919,SPOKANE,10,103845.4235
10,1919,SPOKANE,2,103876.602
11,1919,SPOKANE,4,103907.9836
12,1919,SPOKANE,17,103939.5676
13,1919,SPOKANE,46,103971.353
14,1919,SPOKANE,38,104003.3389
15,1919,SPOKANE,15,104035.5245
16,1919,SPOKANE,5,104067.9088
17,1919,SPOKANE,8,104100.491
18,1919,SPOKANE,NA,104133.2702
19,1919,SPOKANE,NA,104166.2454
20,1919,SPOKANE,4,104199.4159
