ID,clone,size,pop,ad,afr,ro
2957,119,Small,N45,33,11,41
2958,119,Small,N45,45,12,42
2960,119,Small,N45,56,12,59
2961,119,Small,N45,56,12,73
2962,119,Small,N45,38,13,22
2964,119,Small,N45,43,11,32
2965,119,Small,N45,36,11,25
2966,119,Small,N45,48,13,42
2967,119,Small,N45,40,13,31
2969,119,Small,N45,55,11,67
2970,119,Small,N45,47,13,36
2971,119,Small,N45,44,13,57
2973,119,Small,N45,40,11,47
2974,119,Small,N45,38,12,32
2975,119,Small,N45,27,11,16
2977,120,Small,N45,41,11,31
2978,120,Small,N45,48,12,48
2979,120,Small,N45,56,11,70
2980,120,Small,N45,16,12,6
2981,120,Small,N45,48,13,53
2982,120,Small,N45,32,13,45
2983,120,Small,N45,41,13,45
2984,120,Small,N45,25,13,16
2985,120,Small,N45,44,13,56
2986,120,Small,N45,33,12,25
2988,120,Small,N45,56,12,64
2989,120,Small,N45,55,13,95
2990,120,Small,N45,44,11,46
2991,120,Small,N45,56,13,64
2992,120,Small,N45,45,11,59
2994,120,Small,N45,62,13,69
2995,120,Small,N45,53,11,51
2997,120,Small,N45,54,11,68
2998,120,Small,N45,41,12,36
2999,120,Small,N45,39,12,58
3002,121,Small,SKO,39,15,59
3003,121,Small,SKO,40,14,48
3004,121,Small,SKO,27,14,22
3005,121,Small,SKO,45,12,50
3006,121,Small,SKO,60,12,80
3007,121,Small,SKO,57,14,59
3008,121,Small,SKO,22,13,12
3010,121,Small,SKO,59,13,82
3011,121,Small,SKO,57,14,71
3013,121,Small,SKO,60,14,69
3014,121,Small,SKO,52,12,56
3015,121,Small,SKO,66,15,93
3016,121,Small,SKO,54,15,63
3017,121,Small,SKO,45,15,51
3018,121,Small,SKO,34,15,54
3020,121,Small,SKO,40,15,54
3022,121,Small,SKO,52,13,50
3023,121,Small,SKO,34,15,59
3024,121,Small,SKO,30,14,38
3026,122,Small,SKO,34,15,38
3027,122,Small,SKO,39,15,55
3028,122,Small,SKO,18,14,10
3029,122,Small,SKO,28,13,45
3031,122,Small,SKO,35,15,18
3033,122,Small,SKO,40,13,42
3034,122,Small,SKO,37,12,55
3035,122,Small,SKO,45,14,40
3036,122,Small,SKO,28,13,37
3037,122,Small,SKO,54,13,63
3038,122,Small,SKO,40,15,61
3039,122,Small,SKO,39,15,33
3041,122,Small,SKO,57,15,78
3042,122,Small,SKO,46,15,60
3045,122,Small,SKO,33,15,48
3046,122,Small,SKO,25,13,19
3047,122,Small,SKO,52,14,67
3048,122,Small,SKO,57,13,96
3049,122,Small,SKO,34,14,34
3051,123,Small,SKO,36,15,30
3052,123,Small,SKO,40,15,45
3053,123,Small,SKO,28,15,33
3055,123,Small,SKO,27,14,21
3056,123,Small,SKO,50,12,48
3058,123,Small,SKO,47,12,47
3059,123,Small,SKO,22,14,21
3061,123,Small,SKO,41,14,48
3062,123,Small,SKO,37,14,52
3063,123,Small,SKO,19,12,13
3064,123,Small,SKO,44,14,56
3065,123,Small,SKO,40,12,63
3066,123,Small,SKO,35,12,45
3068,123,Small,SKO,57,13,84
3069,123,Small,SKO,22,12,19
3070,123,Small,SKO,48,14,77
3071,123,Small,SKO,18,14,12
3072,123,Small,SKO,37,14,51
3073,123,Small,SKO,32,15,48
3075,123,Small,SKO,26,15,22
3076,124,Small,SKO,28,13,47
3077,124,Small,SKO,42,15,40
3079,124,Small,SKO,51,15,71
3080,124,Small,SKO,43,12,43
3081,124,Small,SKO,28,13,50
3082,124,Small,SKO,45,15,60
3084,124,Small,SKO,47,14,62
3085,124,Small,SKO,42,12,69
3086,124,Small,SKO,45,12,73
3087,124,Small,SKO,50,15,82
3088,124,Small,SKO,53,14,68
3092,124,Small,SKO,29,15,30
3094,124,Small,SKO,60,15,88
3095,124,Small,SKO,48,12,65
3096,124,Small,SKO,29,12,39
3097,124,Small,SKO,16,12,5
3098,124,Small,SKO,41,13,56
3099,124,Small,SKO,46,12,69
3100,124,Small,SKO,29,12,37
3101,125,Small,K10,39,12,43
3102,125,Small,K10,35,12,35
3104,125,Small,K10,31,13,21
3105,125,Small,K10,26,11,12
3106,125,Small,K10,48,14,57
3107,125,Small,K10,44,11,40
3109,125,Small,K10,37,14,34
3110,125,Small,K10,33,14,26
3111,125,Small,K10,41,13,41
3112,125,Small,K10,44,12,37
3113,125,Small,K10,36,13,39
3116,125,Small,K10,45,13,52
3117,125,Small,K10,48,13,50
3118,125,Small,K10,40,12,31
3119,125,Small,K10,31,12,29
3120,125,Small,K10,31,14,27
3121,125,Small,K10,39,12,39
3123,125,Small,K10,35,12,23
3124,125,Small,K10,25,12,19
3126,126,Small,K10,34,11,19
3127,126,Small,K10,27,13,24
3128,126,Small,K10,20,13,11
3131,126,Small,K10,18,14,14
3132,126,Small,K10,27,12,14
3135,126,Small,K10,34,11,34
3136,126,Small,K10,41,13,33
3137,126,Small,K10,22,11,6
3138,126,Small,K10,17,13,4
3140,126,Small,K10,33,13,26
3141,126,Small,K10,21,12,21
3143,126,Small,K10,44,11,57
3144,126,Small,K10,46,11,66
3146,126,Small,K10,21,14,17
3147,126,Small,K10,30,11,29
3149,126,Small,K10,46,14,63
3151,127,Small,K10,24,13,14
3152,127,Small,K10,29,11,20
3153,127,Small,K10,39,11,44
3154,127,Small,K10,17,11,5
3156,127,Small,K10,37,13,32
3157,127,Small,K10,29,12,33
3159,127,Small,K10,24,14,7
3161,127,Small,K10,38,13,28
3162,127,Small,K10,21,11,9
3163,127,Small,K10,38,12,26
3166,127,Small,K10,26,11,13
3167,127,Small,K10,42,14,58
3168,127,Small,K10,23,12,7
3171,127,Small,K10,27,11,19
3172,127,Small,K10,21,11,11
3173,127,Small,K10,45,14,37
3174,127,Small,K10,44,11,51
3176,128,Small,K10,31,11,24
3177,128,Small,K10,33,13,23
3178,128,Small,K10,21,13,15
3180,128,Small,K10,45,11,47
3181,128,Small,K10,26,13,22
3182,128,Small,K10,35,13,31
3184,128,Small,K10,30,12,16
3187,128,Small,K10,38,13,30
3188,128,Small,K10,20,14,8
3189,128,Small,K10,47,11,51
3190,128,Small,K10,25,14,16
3193,128,Small,K10,45,12,41
3194,128,Small,K10,45,11,67
3195,128,Small,K10,37,14,51
3196,128,Small,K10,33,13,24
3197,128,Small,K10,20,12,4
3198,128,Small,K10,26,12,22
3199,128,Small,K10,32,12,26
