Scientific Name	Taxon Author	tsn
Stelis pulchra	Crawford, 1902	699801
Stelis punctulatissima	(Kirby, 1802)	756152
Stelis rhodia	Mavromoustakis, 1960	756153
Stelis ricardonis	(Cockerell, 1912)	699802
Stelis robertsoni	Timberlake, 1941	699803
Stelis rozeni	Griswold & Parker, 2003	756154
Stelis rubi	Cockerell, 1898	699804
Stelis rudbeckiarum	Cockerell, 1904	699805
Stelis ruficornis	Morawitz, 1872	756155
Stelis saxicola	Warncke, 1992	756156
Stelis scutellaris	Morawitz, 1894	756157
Stelis semenovi	Popov, 1933	756158
Stelis semirubra	Timberlake, 1941	699806
Stelis seneciophila	Cockerell, 1908	699807
Stelis sexmaculata	Ashmead, 1896	699808
Stelis siamensis	Friese, 1925	756159
Stelis signata	(Latreille, 1809)	756160
Stelis simillima	Morawitz, 1876	756161
Stelis strandi	Popov, 1935	756162
Stelis subcaerulea	Cresson, 1878	699809
Stelis subemarginata	Cresson, 1878	699810
Stelis subglauca	(Cockerell, 1925)	699811
Stelis texana	(Thorp, 1966)	699812
Stelis trichopyga	Timberlake, 1941	699813
Stelis tuberculata	Cockerell, 1919	756163
Stelis vernalis	Mitchell, 1962	699815
Stelis verticalis	Wu, 1992	756164
Trachusa alamosana	Thorp & Brooks, 1994	699816
Trachusa aquiphila	(Strand, 1912)	756165
Trachusa atoyacae	(Schwarz, 1933)	699817
Trachusa autumnalis	(Snelling, 1966)	699818
Trachusa baluchistanica	(Mavromoustakis, 1939)	756166
Trachusa barkamensis	(Wu, 1986)	756167
Trachusa bequaerti	(Schwarz, 1926)	699819
Trachusa byssina	(Panzer, 1798)	756168
Trachusa carinata	(Wu, 1962)	756169
Trachusa catinula	Brooks & Griswold, 1988	699820
Trachusa concava	(Wu, 1962)	756170
Trachusa cordaticeps	(Michener, 1949)	699821
Trachusa cornopes	Wu, 2004	756171
Trachusa corona	Wu, 2004	756172
Trachusa crassipes	(Cresson, 1878)	699822
Trachusa dorsalis	(Lepeletier, 1841)	699823
Trachusa dumerlei	(Warncke, 1980)	756173
Trachusa eburneomaculata	Pasteels, 1984	756174
Trachusa flavorufula	Pasteels, 1969	756175
Trachusa fontemvitae	(Schwarz, 1926)	699824
Trachusa forcipata	(Morawitz, 1875)	756176
Trachusa formosana	(Friese, 1917)	756177
Trachusa fulvopilosa	Thorp & Brooks, 1994	699825
Trachusa gummifera	Thorp, 1963	699826
Trachusa interdisciplinaris	(Peters, 1972)	699827
Trachusa interrupta	(Fabricius, 1781)	756178
Trachusa kashgarensis	(Cockerell, 1911)	756179
Trachusa laeviventris	(Dours, 1873)	756180
Trachusa larreae	(Cockerell, 1897)	699828
Trachusa laticeps	(Morawitz, 1873)	756181
Trachusa longicornis	(Friese, 1902)	756182
Trachusa ludingensis	(Wu, 1992)	756183
Trachusa maai	(Mavromoustakis, 1953)	756184
Trachusa manni	Crawford, 1917	699829
Trachusa massauahensis	Pasteels, 1984	756185
Trachusa mitchelli	(Michener, 1948)	699830
Trachusa muiri	Mavromoustakis, 1936	756186
Trachusa nigrifascies	Thorp & Brooks, 1994	699831
Trachusa notophila	Thorp & Brooks, 1994	699832
Trachusa occidentalis	(Cresson, 1868)	699833
Trachusa orientalis	Pasteels, 1972	756187
Trachusa ovata	(Cameron, 1902)	756188
Trachusa pectinata	Brooks & Griswold, 1988	699834
Trachusa pendleburyi	(Cockerell, 1927)	756189
Trachusa perdita	Cockerell, 1904	699835
Trachusa popovii	(Wu, 1962)	756190
Trachusa pubescens	(Morawitz, 1872)	756191
Trachusa pueblana	Thorp & Brooks, 1994	699836
Trachusa ridingsii	(Cresson, 1878)	699837
Trachusa rubopunctata	(Wu, 1992)	756192
Trachusa rufobalteata	(Cameron, 1902)	756193
Trachusa schoutedeni	(Vachal, 1910)	756194
Trachusa timberlakei	(Schwarz, 1928)	699838
Trachusa xylocopiformis	(Mavromoustakis, 1954)	756195
Trachusa yunnanensis	(Wu, 1992)	756196
Trachusa zebrata	(Cresson, 1872)	699839
Trachusoides simplex	Michener & Griswold, 1994	756197
Xenostelis polychroma	Baker, 1999	756198
Aglaoapis alata	(Michener, 1995)	756292
Aglaoapis brevipennis	Cameron, 1901	756293
Aglaoapis tridentata	(Nylander, 1848)	756294
Allodioxys ammobius	(Mavromoustakis, 1954)	756295
Allodioxys limbifera	(Pérez, 1895)	756296
Allodioxys moricei	(Friese, 1899)	756297
Allodioxys schulthessi	(Popov, 1936)	756298
Dioxys ardens	Gerstäcker, 1869	756299
Dioxys atlantica	Saunders, 1904	756300
Dioxys aurifusca	(Titus, 1901)	699723
Dioxys chalicoda	Lucas, 1849	756301
Dioxys cincta	(Jurine, 1807)	756302
Dioxys distinguenda	Popov, 1936	756303
Dioxys heinrichi	Warncke, 1977	756304
Dioxys lanzarotensis	Tkalcu, 2001	756305
Dioxys modesta	Popov, 1936	756306
Dioxys moesta	Costa, 1883	756307
Dioxys montana	Heinrich, 1977	756308
Dioxys pacifica	Cockerell, 1916	699724
Dioxys pomonae	Cockerell, 1910	699725
Dioxys producta	(Cresson, 1879)	699726
Dioxys pumila	Gerstäcker, 1869	756309
Dioxys rohweri	Cockerell, 1908	699727
Dioxys rotundata	Pérez, 1884	756372
Dioxys rufipes	Morawitz, 1875	756310
Dioxys turkestanica	Popov, 1936	756311
Ensliniana bidentata	(Friese, 1899)	756312
Eudioxys quadrispinosa	(Friese, 1899)	756313
Eudioxys schwarzi	Mavromoustakis, 1968	756314
Metadioxys bluethgeni	(Popov, 1936)	756345
Metadioxys formosa	(Morawitz, 1875)	756346
Metadioxys graeca	Mavromoustakis, 1963	756347
Paradioxys pannonica	(Mocsáry, 1877)	756352
Paradioxys ruyanensis	Baker, 1998	756353
Prodioxys carnea	(Gribodo, 1894)	756354
Prodioxys longiventris	(Pérez, 1895)	756355
Prodioxys rufiventris	(Lepeletier, 1841)	756356
Lithurgus andrewsi	Cockerell, 1909	756315
Lithurgus antilleorum	(Michener, 1988)	655932
Lithurgus apicalis	Cresson, 1875	655925
Lithurgus atratiformis	Cockerell, 1905	756316
Lithurgus atratus	Smith, 1853	756317
Lithurgus australior	Cockerell, 1919	756318
Lithurgus bitorulosus	(Snelling, 1986)	756375
Lithurgus bractipes	Perkins & Cheesman, 1928	756319
Lithurgus cephalotes	(van der Zanden, 1977)	756320
Lithurgus chrysurus	Fonscolombe, 1834	756321
Lithurgus cognatus	Smith, 1868	756322
Lithurgus collaris	Smith, 1873	756323
Lithurgus collieri	Cockerell, 1929	756324
Lithurgus cornutus	(Fabricius, 1787)	756325
Lithurgus echinocacti	Cockerell, 1898	655927
Lithurgus fortis	Cockerell, 1929	756326
Lithurgus gibbosus	Smith, 1853	756327
Lithurgus hypoleucus	Cockerell, 1937	756328
Lithurgus illudens	Saussure, 1890	756329
Lithurgus lissopoda	(Cameron, 1908)	756330
Lithurgus listrotus	(Snelling, 1983)	756376
Lithurgus littoralis	Cockerell, 1917	655930
Lithurgus magnus	(Rahman, 1997)	756374
Lithurgus nigricans	(Cameron, 1898)	756331
Lithurgus ogasawarensis	Yasumatsu, 1955	756332
Lithurgus planifrons	Friese, 1908	655931
Lithurgus pullatus	Vachal, 1903	756333
Lithurgus rubricatus	Smith, 1853	756334
Lithurgus rufipes	Smith, 1853	756335
Lithurgus rufiventris	Friese, 1908	756336
Lithurgus scabrosus	(Smith, 1859)	756337
Lithurgus sparganotes	(Schletterer, 1891)	756338
Lithurgus spiniferus	Cameron, 1905	756339
Lithurgus taprobanae	(Cameron, 1904)	756340
Lithurgus tibialis	Morawitz, 1875	756341
Lithurgus tiwarii	Gupta & Tewari, 1987	756342
Lithurgus unifasciatus	Radoszkowski, 1882	756343
Lithurgus xishuangense	Wu, 2006	756344
Microthurge corumbae	(Cockerell, 1901)	756348
Microthurge friesei	(Ducke, 1907)	756349
Microthurge furcatus	Griswold, 1991	756350
Microthurge pygmaeus	(Friese, 1908)	756351
Trichothurgus albiceps	(Friese, 1908)	756357
Trichothurgus atacamensis	Sielfeld, 1973	756358
Trichothurgus aterrimus	(Cockerell, 1914)	756359
Trichothurgus colloncurensis	Ogloblin, 1957	756360
Trichothurgus dubius	(Sichel, 1867)	756361
Trichothurgus herbsti	(Friese, 1905)	756362
Trichothurgus laticeps	(Friese, 1906)	756363
Trichothurgus macroglossa	(Friese, 1910)	756364
Trichothurgus neoqueenensis	(Friese, 1910)	756365
Trichothurgus osmioides	(Friese, 1910)	756366
Trichothurgus pseudocellatus	(Moure, 1949)	756367
Trichothurgus shajovskoyi	Ogloblin, 1957	756368
Trichothurgus wagenknechti	(Moure, 1949)	756369
Coelioxys abdominalis	Guérin-Méneville, 1845	760453
Coelioxys aberrans	Morawitz, 1894	760454
Coelioxys abnormis	Holmberg, 1887	760455
Coelioxys acanthopyga	Alfken, 1940	760456
Coelioxys acanthura	(Illiger, 1806)	760457
Coelioxys aculeata	Schrottky, 1902	760458
Coelioxys aculeaticeps	Friese, 1922	760459
Coelioxys acutivalva	Friese, 1922	760460
Coelioxys adani	Cockerell, 1949	760461
Coelioxys afra	Lepeletier, 1841	760462
Coelioxys agilis	Smith, 1879	760463
Coelioxys alacris	Holmberg, 1888	760464
Coelioxys alata	Förster, 1853	760465
Coelioxys alatiformis	Friese, 1922	760466
Coelioxys alayoi	Genaro, 2001	760467
Coelioxys albifrons	Friese, 1917	760468
Coelioxys albiventris	Morawitz, 1894	762438
Coelioxys albociliata	Pasteels, 1968	760469
Coelioxys albofasciata	Wu, 1988	760470
Coelioxys albolineata	Cockerell, 1905	760471
Coelioxys albomarginata	Friese, 1922	760472
Coelioxys albonotata	Schummel, 1829	762439
Coelioxys alfkeni	Popov, 1946	760473
Coelioxys alisal	Toro & Fritz, 1993	760474
Coelioxys alternata	Say, 1837	760475
Coelioxys amazonica	Schrottky, 1902	760476
Coelioxys ambrosettii	Holmberg, 1918	760477
Coelioxys analis	Friese, 1911	760478
Coelioxys angelica	Cockerell, 1905	760479
Coelioxys angulata	Smith, 1870	760480
Coelioxys angustivalva	Holmberg, 1888	760481
Coelioxys anisitsi	Schrottky, 1909	762535
Coelioxys annamensis	Dusmet y Alonso, 1915	760482
Coelioxys apacheorum	Cockerell, 1900	760483
Coelioxys aperta	Cresson, 1878	760484
Coelioxys apicata	Smith, 1854	760485
Coelioxys argentea	Lepeletier, 1841	760486
Coelioxys argentipes	Smith, 1879	760487
Coelioxys artemis	Schwarz, 2001	760488
Coelioxys asclepiadis	Cockerell, 1925	760489
Coelioxys aspaste	Holmberg, 1916	760490
Coelioxys ateneata	Strand, 1920	760492
Coelioxys aureociliata	Pasteels, 1968	760493
Coelioxys aurifrons	Smith, 1854	760494
Coelioxys auripes	Friese, 1922	760495
Coelioxys aurolimbata	Förster, 1853	760496
Coelioxys aurulenta	Pasteels, 1968	760497
Coelioxys australis	Holmberg, 1886	760498
Coelioxys azteca	Cresson, 1878	760499
Coelioxys bakeri	Cockerell, 1915	760500
Coelioxys balasto	Toro & Fritz, 1993	760501
Coelioxys banksi	Crawford, 1914	760502
Coelioxys barbata	Schwarz & Michener, 1954	760503
Coelioxys barkeri	Cockerell, 1920	760504
Coelioxys bequaertiana	Cockerell, 1931	760505
Coelioxys beroni	Schrottky, 1902	760506
Coelioxys bertonii	Schrottky, 1909	762536
Coelioxys bicingulata	Holmberg, 1918	760507
Coelioxys bifida	Friese, 1904	760508
Coelioxys bifoleata	Pasteels, 1968	760509
Coelioxys bifoliata	Pasteels, 1968	762440
Coelioxys bifoveolata	Pasteels, 1968	760510
Coelioxys binghami	Pasteels, 1968	760512
Coelioxys bipustulata	Friese, 1922	760513
Coelioxys biroi	Friese, 1909	760514
Coelioxys bisoncornua	Hill, 1936	760515
Coelioxys blabera	Holmberg, 1916	760516
Coelioxys boharti	Mitchell, 1962	760517
Coelioxys bonaerensis	Holmberg, 1887	760518
Coelioxys bonplandiana	Holmberg, 1918	760519
Coelioxys brachypyga	Friese, 1922	760520
Coelioxys brasiliensis	Friese, 1922	760522
Coelioxys braunsiana	Friese, 1922	760523
Coelioxys brevicaudata	Friese, 1935	760524
Coelioxys brevis	Eversmann, 1852	760525
Coelioxys breviventris	Friese, 1935	760526
Coelioxys bruchi	Schrottky, 1909	762537
Coelioxys bruneipes	Pasteels, 1968	760527
Coelioxys bruneri	Cockerell, 1918	760528
Coelioxys bucephala	Friese, 1922	760529
Coelioxys buchwaldi	Friese, 1922	760530
Coelioxys buehleri	Schrottky, 1909	762538
Coelioxys bulbosa	Pasteels, 1985	760531
Coelioxys bullaticeps	Friese, 1922	760532
Coelioxys burgdorfi	Cockerell, 1931	760533
Coelioxys caeruleipennis	Friese, 1904	760534
Coelioxys caffra	Friese, 1904	760535
Coelioxys calabarensis	Pasteels, 1968	760536
Coelioxys cameghinoi	Holmberg, 1903	760537
Coelioxys capensis	Smith, 1854	760538
Coelioxys capitata	Smith, 1854	760539
Coelioxys carinicauda	Pasteels, 1968	760540
Coelioxys carinulata	Alfken, 1940	762441
Coelioxys castanea	Morawitz, 1886	760541
Coelioxys caudata	Spinola, 1838	760542
Coelioxys cavigena	Pasteels, 1968	760543
Coelioxys cayennensis	Spinola, 1841	760544
Coelioxys cearensis	Friese, 1921	760545
Coelioxys cerasiopleura	Holmberg, 1903	760546
Coelioxys chacoensis	Holmberg, 1904	760547
Coelioxys cherenensis	Friese, 1913	760548
Coelioxys chichimeca	Cresson, 1878	760549
Coelioxys chilensis	Reed, 1892	760550
Coelioxys chionospila	Cockerell, 1935	760551
Coelioxys chola	Holmberg, 1916	760552
Coelioxys circumscripta	Schulz, 1906	760553
Coelioxys circumscriptus	Friese, 1905	762442
Coelioxys cisnerosi	Cockerell, 1949	760554
Coelioxys clypearis	Friese, 1922	760555
Coelioxys clypeata	Smith, 1879	760556
Coelioxys cochleariformis	Friese, 1922	760557
Coelioxys coeruleipennis	Friese, 1904	762443
Coelioxys coloboptyche	Holmberg, 1887	760558
Coelioxys coloratula	Cockerell, 1939	760559
Coelioxys columbica	Friese, 1922	760560
Coelioxys concavogenalis	Wu, 2006	760561
Coelioxys concolor	Friese, 1922	760562
Coelioxys confusa	Smith, 1875	760563
Coelioxys congoensis	Friese, 1922	760564
Coelioxys conoidea	(Illiger, 1806)	762444
Coelioxys conspersa	Morawitz, 1874	760565
Coelioxys cordillerana	Holmberg, 1909	760566
Coelioxys corduvensis	Holmberg, 1887	760567
Coelioxys coriacea	Pasteels, 1968	760568
Coelioxys correntina	Holmberg, 1887	760569
Coelioxys costaricensis	Cockerell, 1914	760570
Coelioxys cothura	Cockerell, 1918	760571
Coelioxys coturnix	Pérez, 1884	760572
Coelioxys crassiceps	Friese, 1922	760573
Coelioxys crassiventris	Friese, 1935	760574
Coelioxys cuneata	Smith, 1875	760575
Coelioxys cyanura	Cockerell, 1932	760576
Coelioxys dapitanensis	Cockerell, 1915	760577
Coelioxys darwiniensis	Cockerell, 1929	760578
Coelioxys deani	Cockerell, 1909	760579
Coelioxys decipiens	Spinola, 1838	760580
Coelioxys deletangi	Holmberg, 1916	760581
Coelioxys demeter	Cockerell, 1939	760582
Coelioxys dentigera	Mocsáry, 1892	760583
Coelioxys desmieri	Pasteels, 1968	760584
Coelioxys difformis	Friese, 1904	760585
Coelioxys digitata	Friese, 1922	760586
Coelioxys dinellii	Holmberg, 1916	760587
Coelioxys dispersa	Cockerell, 1911	760588
Coelioxys diversidentata	Holmberg, 1916	760589
Coelioxys dobzhanskyi	Moure, 1951	760590
Coelioxys doelloi	Holmberg, 1916	760591
Coelioxys doeringi	Holmberg, 1916	760592
Coelioxys dolichos	Fox, 1890	760593
Coelioxys domestica	Holmberg, 1916	760594
Coelioxys ducalis	Smith, 1854	760595
Coelioxys duckei	Friese, 1922	760596
Coelioxys echinata	Förster, 1853	760597
Coelioxys edentata	Schrottky, 1909	762523
Coelioxys edita	Cresson, 1872	760598
Coelioxys eduardi	Moure, 1951	760599
Coelioxys elata	Holmberg, 1916	760600
Coelioxys elegantula	Alfken, 1934	760601
Coelioxys elizabeth	Toro & Fritz, 1991	760602
Coelioxys elongata	Lepeletier, 1841	760603
Coelioxys elongativentris	(Pasteels, 1977)	760604
Coelioxys elsei	Schwarz, 2001	760605
Coelioxys emarginata	Förster, 1853	760606
Coelioxys emarginatella	Pasteels, 1982	760607
Coelioxys epaenete	Holmberg, 1916	760608
Coelioxys epistene	Holmberg, 1916	760609
Coelioxys erysimi	Cockerell, 1912	760610
Coelioxys erythrura	Spinola, 1838	760611
Coelioxys excisa	Friese, 1921	760612
Coelioxys eximia	Friese, 1922	760613
Coelioxys exspectata	Holmberg, 1918	760614
Coelioxys farinosa	Smith, 1854	762445
Coelioxys fenestrata	Smith, 1873	760615
Coelioxys fimbriata	Friese, 1922	760616
Coelioxys florea	Wu, 2006	760617
Coelioxys floridana	Cresson, 1878	760618
Coelioxys foersteri	Morawitz, 1871	762446
Coelioxys fontanae	Holmberg, 1909	760619
Coelioxys formosicola	Strand, 1913	760620
Coelioxys fossulata	Friese, 1922	760621
Coelioxys foveolata	Smith, 1854	760622
Coelioxys foxii	Viereck, 1902	762514
Coelioxys frieseana	Holmberg, 1916	760623
Coelioxys frigens	Holmberg, 1916	760624
Coelioxys froggatti	Cockerell, 1911	760625
Coelioxys fulviceps	Friese, 1911	760626
Coelioxys fulvifrons	Smith, 1858	760627
Coelioxys funeraria	Smith, 1854	760628
Coelioxys fuscipennis	Smith, 1854	760629
Coelioxys galactiae	Mitchell, 1962	760630
Coelioxys gallardoi	Holmberg, 1916	760631
Coelioxys genalis	Cockerell, 1916	760632
Coelioxys genalis	Pasteels, 1985	760633
Coelioxys genisei	Toro & Fritz, 1991	760634
Coelioxys genoconcavitus	Gupta, 1991	760635
Coelioxys germana	Cresson, 1878	760636
Coelioxys giacomellii	Holmberg, 1916	760637
Coelioxys gigantea	Friese, 1922	760638
Coelioxys gilensis	Cockerell, 1896	760639
Coelioxys gonaspis	Cockerell, 1924	760640
Coelioxys gracillima	(Pasteels, 1977)	760641
Coelioxys grindeliae	Cockerell, 1900	760642
Coelioxys guaranitica	Schrottky, 1909	762543
Coelioxys guptai	Schwarz, 1999	760643
Coelioxys haematura	Cockerell, 1914	760644
Coelioxys haemorrhoa	Förster, 1853	760645
Coelioxys heterozona	Cockerell, 1939	760646
Coelioxys hickeni	Holmberg, 1918	760647
Coelioxys hiroba	Nagase, 2003	760648
Coelioxys hirsutissima	Cockerell, 1912	760649
Coelioxys hirtiventris	Popov, 1946	762516
Coelioxys holmbergi	Schrottky, 1920	762539
Coelioxys hosoba	Nagase, 2003	760650
Coelioxys huarpum	Holmberg, 1916	760651
Coelioxys hubrichiana	Holmberg, 1918	760652
Coelioxys humahuakae	Holmberg, 1909	760653
Coelioxys hunteri	Crawford, 1914	760654
Coelioxys hyalinipennis	Friese, 1935	760655
Coelioxys ignava	Smith, 1879	760656
Coelioxys immaculata	Cockerell, 1912	760657
Coelioxys incarinata	Friese, 1904	760658
Coelioxys inconspicua	Holmberg, 1884	760659
Coelioxys indica	Friese, 1925	760660
Coelioxys inermis	(Kirby, 1802)	760661
Coelioxys insita	Cresson, 1872	760662
Coelioxys insolita	Holmberg, 1903	760663
Coelioxys intacta	Friese, 1923	760664
Coelioxys integra	Pasteels, 1968	760665
Coelioxys intermedia	Pasteels, 1968	760666
Coelioxys iranica	Warncke, 1992	760667
Coelioxys issororensis	Cockerell, 1923	767907
Coelioxys joergenseni	Holmberg, 1909	760668
Coelioxys joergenseniana	Holmberg, 1916	760669
Coelioxys jujuyensis	Holmberg, 1909	760670
Coelioxys junodi	Friese, 1904	760671
Coelioxys kasachstana	Warncke, 1992	760672
Coelioxys katangensis	Cockerell, 1932	762448
Coelioxys khasiana	Cameron, 1904	760673
Coelioxys kosemponis	Strand, 1913	760674
Coelioxys kualana	Cockerell, 1927	760675
Coelioxys kuscheli	Moure, 1951	760676
Coelioxys labiosa	Moure, 1951	760677
Coelioxys laevicollis	Friese, 1922	760678
Coelioxys laevigata	Smith, 1854	760679
Coelioxys laevis	Friese, 1922	760680
Coelioxys lanceolata	Nylander, 1852	760681
Coelioxys langi	Cockerell, 1935	760682
Coelioxys lata	Cameron, 1908	760683
Coelioxys latefasciata	Morawitz, 1886	760684
Coelioxys laticauda	Morawitz, 1895	762449
Coelioxys laticeps	Friese, 1922	760685
Coelioxys lativalva	Holmberg, 1903	760686
Coelioxys lativentris	Friese, 1909	760687
Coelioxys lativentroides	Brauns, 1930	762450
Coelioxys laudabilis	Holmberg, 1888	760688
Coelioxys leopoldensis	Friese, 1922	760689
Coelioxys leopoldinae	Friese, 1922	760690
Coelioxys leptura	(Illiger, 1806)	760691
Coelioxys leucochrysea	Cockerell, 1914	760692
Coelioxys liberalis	Holmberg, 1916	760693
Coelioxys ljuba	Toro & Fritz, 1991	760694
Coelioxys longispina	Pasteels, 1968	760695
Coelioxys longiventris	Friese, 1922	760696
Coelioxys loricula	Smith, 1854	760697
Coelioxys luangwana	Cockerell, 1939	760698
Coelioxys lucidicauda	Cockerell, 1939	760699
Coelioxys luzonica	Cockerell, 1914	760700
Coelioxys lyprura	Moure, 1951	760702
Coelioxys macaria	Holmberg, 1916	760703
Coelioxys maculata	Friese, 1913	760704
Coelioxys maculoides	Pasteels, 1968	760705
Coelioxys madagascariensis	Benoist, 1955	760706
Coelioxys magretti	Friese, 1915	760707
Coelioxys manchurica	Proschchalykin & Lelej, 2004	760708
Coelioxys mandibularis	Nylander, 1848	760709
Coelioxys manilae	Ashmead, 1904	760710
Coelioxys mapuche	Toro & Fritz, 1991	760711
Coelioxys marchalli	Pasteels, 1968	760712
Coelioxys marginata	Friese, 1922	760713
Coelioxys melanopus	Schulz, 1906	760714
Coelioxys mendozina	Holmberg, 1903	760715
Coelioxys menthae	Cockerell, 1897	760716
Coelioxys mesae	Cockerell, 1921	760717
Coelioxys mesopotamica	Holmberg, 1918	760718
Coelioxys mexicana	Cresson, 1878	760719
Coelioxys mielbergi	Morawitz, 1880	760720
Coelioxys mimetica	Holmberg, 1916	760721
Coelioxys minuta	Smith, 1879	760722
Coelioxys miranda	Vachal, 1904	762541
Coelioxys missionum	Holmberg, 1888	760723
Coelioxys mitchelli	Baker, 1975	760724
Coelioxys modesta	Smith, 1854	760725
Coelioxys moesta	Cresson, 1864	760726
Coelioxys mongolica	Friese, 1925	760727
Coelioxys mutans	Holmberg, 1916	760728
Coelioxys nasuta	Friese, 1904	760729
Coelioxys natalensis	Cockerell, 1920	760730
Coelioxys neavei	Vachal, 1910	760731
Coelioxys neli	Cockerell, 1933	760732
Coelioxys nigripes	Vachal, 1903	760733
Coelioxys nigrofimbriata	Cockerell, 1919	760734
Coelioxys nigrura	Pasteels, 1977	760735
Coelioxys nitidicauda	Pasteels, 1968	760736
Coelioxys nitidicollis	Friese, 1922	760737
Coelioxys nitidoscutellaris	Pasteels, 1987	760738
Coelioxys nivosa	Pasteels, 1968	760739
Coelioxys noa	Toro & Fritz, 1993	760740
Coelioxys nodis	Baker, 1975	760741
Coelioxys novomexicana	Cockerell, 1909	760742
Coelioxys oaxacana	Baker, 1975	760743
Coelioxys obtusa	Pérez, 1884	760744
Coelioxys obtusata	Magretti, 1895	762451
Coelioxys obtusispina	Thomson, 1872	760745
Coelioxys obtusivalva	Friese, 1922	760746
Coelioxys obtusiventris	Crawford, 1914	760747
Coelioxys occidentalis	Holmberg, 1916	760748
Coelioxys octodentata	Say, 1824	760749
Coelioxys octodenticulata	Friese, 1935	760750
Coelioxys odin	Strand, 1912	760751
Coelioxys opacicollis	Friese, 1922	760752
Coelioxys oriplanes	Moure, 1951	760753
Coelioxys osmiae	Alfken, 1928	760754
Coelioxys otomita	Cresson, 1878	760755
Coelioxys pachyceps	Friese, 1922	760756
Coelioxys pachyrhina	Cockerell, 1919	760757
Coelioxys palmaris	Fritz & Toro, 1990	760758
Coelioxys paludicola	Strand, 1911	762452
Coelioxys pampeana	Holmberg, 1887	760759
Coelioxys paradoxa	Friese, 1922	760760
Coelioxys paraguaya	Moure, 1943	760761
Coelioxys paraguayensis	Schrottky, 1909	760762
Coelioxys pasteeli	Gupta, 1992	760763
Coelioxys patagonica	Schrottky, 1909	762526
Coelioxys patiens	Holmberg, 1916	760764
Coelioxys patula	Pérez, 1884	762453
Coelioxys pauloensis	Friese, 1922	760765
Coelioxys pedregalensis	Holmberg, 1916	760766
Coelioxys penetatrix	Smith, 1879	760767
Coelioxys peregrinata	Cockerell, 1911	760768
Coelioxys pergandei	Schletterer, 1890	760769
Coelioxys perseus	Nurse, 1904	760770
Coelioxys philippensis	Bingham, 1895	760771
Coelioxys picicornis	Morawitz, 1887	760772
Coelioxys pieliana	Friese, 1935	760773
Coelioxys piercei	Crawford, 1914	760774
Coelioxys piliclypeus	Wu, 1988	760775
Coelioxys piligena	Pasteels, 1968	760776
Coelioxys pilivalva	Friese, 1922	760777
Coelioxys planidens	Friese, 1904	760779
Coelioxys polycentris	Förster, 1853	760780
Coelioxys pomona	Toro & Fritz, 1991	760781
Coelioxys popovi	Strand, 1934	762515
Coelioxys porterae	Cockerell, 1900	760782
Coelioxys postponenda	Schulz, 1906	760783
Coelioxys praetextata	Haliday, 1836	760784
Coelioxys pratti	Crawford, 1914	760785
Coelioxys producta	Cresson, 1865	760786
Coelioxys proxima	Holmberg, 1916	760787
Coelioxys pruinosa	Smith, 1854	760788
Coelioxys pruna	Holmberg, 1916	760789
Coelioxys pucaraensis	Holmberg, 1916	760790
Coelioxys pulchella	Morawitz, 1874	762454
Coelioxys puncticollis	Friese, 1921	760791
Coelioxys pygidialis	Schrottky, 1902	760792
Coelioxys quadriceps	Friese, 1922	760793
Coelioxys quadridentata	(Linnaeus, 1758)	760794
Coelioxys quadrifasciata	Gupta, 1992	760795
Coelioxys quaerens	Holmberg, 1903	760796
Coelioxys quartodecimdentata	Friese, 1935	760797
Coelioxys quattuordecimpunctata	Friese, 1935	762455
Coelioxys quechua	Toro & Fritz, 1993	760798
Coelioxys radoszkowskyi	Popov, 1946	760799
Coelioxys raffrayi	Dusmet y Alonso, 1912	760800
Coelioxys ramakrishnae	Cockerell, 1919	760801
Coelioxys recusata	Schulz, 1904	760802
Coelioxys reediana	Holmberg, 1916	760803
Coelioxys reginae	Cockerell, 1905	760804
Coelioxys remissa	Holmberg, 1888	760805
Coelioxys reticulata	Pasteels, 1968	760806
Coelioxys rhadia	Holmberg, 1916	760807
Coelioxys rhinosa	Cockerell, 1911	760808
Coelioxys riojana	Holmberg, 1916	760810
Coelioxys robusta	Morawitz, 1875	762456
Coelioxys roigi	Fritz & Toro, 1990	760811
Coelioxys rosarina	Holmberg, 1918	760812
Coelioxys rostrata	Friese, 1922	760813
Coelioxys rotundiscutum	Pasteels, 1977	760814
Coelioxys rubella	Pasteels, 1968	760815
Coelioxys rufa	Friese, 1922	760816
Coelioxys rufescens	Lepeletier & Audinet-Serville, 1825	760817
Coelioxys ruficincta	Cockerell, 1931	760818
Coelioxys ruficollis	Friese, 1922	760819
Coelioxys rufipes	Guérin-Méneville, 1845	760820
Coelioxys rufispina	Walker, 1871	760821
Coelioxys rufitarsis	Smith, 1854	760822
Coelioxys rufocincta	Cockerell, 1931	762457
Coelioxys rufopicta	Smith, 1854	760823
Coelioxys rugicollis	Friese, 1922	760825
Coelioxys rugulosa	Friese, 1908	760826
Coelioxys ruizi	Moure, 1951	760827
Coelioxys ruzi	Toro & Fritz, 1991	760828
Coelioxys sakamotorum	Nagase, 2006	760829
Coelioxys salinaria	Cockerell, 1925	760830
Coelioxys saltensis	Toro & Fritz, 1993	760831
Coelioxys sanguinea	Friese, 1922	760832
Coelioxys sanguinicollis	Friese, 1922	760833
Coelioxys sanguinosa	Cockerell, 1912	760834
Coelioxys sanjuanina	Holmberg, 1916	760835
